Tank Name,Statistic,Value,nation
t-34-2g-ft,Ammo rack health,160,China
t-34-2g-ft,Fuel tank health,175,China
t-34-2g-ft,Max load (kg),"35,000",China
t-34-2g-ft,Total weight (kg),"32,000",China
t-34-2g-ft,Stationary camo (%),25.31 / 4.81,China
t-34-2g-ft,Moving camo (%),15.05 / 2.86,China
t-34-2g-ft,View range (m),360,China
t-34-2g-ft,Radio range (m),600,China
t-34-2g-ft,Fire chance,12%,China
t-34-2g-ft,Tank cost,"1,440,000",China
bz-58,DPM,"1,602.05",China
bz-58,Damage,320,China
bz-58,Penetration (mm),195,China
bz-58,… at 500m (mm),165,China
bz-58,Reload time (sec),11.98,China
bz-58,Rate of fire (rnds/min),5.01,China
bz-58,Aim time (sec),2.59,China
bz-58,Dispersion,0.40,China
bz-58,… damaged,0.81,China
bz-58,Dispersion factors,,China
bz-58,… moving (+),0.20,China
bz-58,… tank traverse (+),0.20,China
bz-58,… turret traverse (+),0.16,China
bz-58,… after firing (+),4,China
bz-58,… damaged (×),2,China
bz-58,Damage vs. modules,135,China
bz-58,Caliber (mm),100,China
bz-58,Shell velocity (m/s),792,China
bz-58,Max range (m),720,China
bz-58,Ammo capacity,36,China
bz-58,Potential damage,"11,520",China
bz-58,Shell cost,530,China
bz-58,Top speed (km/h),30,China
bz-58,Reverse speed (km/h),12,China
bz-58,Power (hp),700,China
bz-58,Power/weight (hp/t),13.58,China
bz-58,Tank traverse (°/sec),27.12,China
bz-58,Rocket boosters,,China
bz-58,… uses,3,China
bz-58,… duration (sec),10,China
bz-58,… cooldown (sec),4,China
bz-58,… initial cooldown (s),5,China
bz-58,Effective top speed,,China
bz-58,… hard (km/h),30,China
bz-58,… medium (km/h),30,China
bz-58,… soft (km/h),22.47,China
bz-58,Effective traverse,,China
bz-58,… hard (°/sec),31.06,China
bz-58,… medium (°/sec),24.41,China
bz-58,… soft (°/sec),14.86,China
bz-58,Terrain resistance,,China
bz-58,… hard (rad⁻¹),1.05,China
bz-58,… medium (rad⁻¹),1.34,China
bz-58,… soft (rad⁻¹),2.21,China
bz-58,Gun elevation (°),20,China
bz-58,Gun depression (°),10,China
bz-58,Gun traverse (°/sec),33.25,China
bz-58,Gun traverse range (°),-180 / 180,China
bz-58,Turret traverse (°/sec),29.20,China
bz-58,Hull armor (mm),70 / 70 / 50,China
bz-58,Turret armor (mm),220 / 90 / 60,China
bz-58,Track armor (mm),20,China
bz-58,Health,"1,250",China
bz-58,Engine health,260,China
bz-58,Track health,190,China
bz-58,… repaired,70,China
bz-58,… repair time (sec),12.03,China
bz-58,Ammo rack health,180,China
bz-58,Fuel tank health,175,China
bz-58,Max load (kg),"54,000",China
bz-58,Total weight (kg),"51,557",China
bz-58,Stationary camo (%),8.15 / 1.79,China
bz-58,Moving camo (%),4.05 / 0.89,China
bz-58,View range (m),350,China
bz-58,Radio range (m),600,China
bz-58,Fire chance,12%,China
bz-58,Tank cost,"1,500,000",China
is-2,DPM,"1,984.24",China
is-2,Damage,390,China
is-2,Penetration (mm),175,China
is-2,… at 500m (mm),152,China
is-2,Reload time (sec),11.79,China
is-2,Rate of fire (rnds/min),5.09,China
is-2,Aim time (sec),3.26,China
is-2,Dispersion,0.44,China
is-2,… damaged,0.88,China
is-2,Dispersion factors,,China
is-2,… moving (+),0.23,China
is-2,… tank traverse (+),0.23,China
is-2,… turret traverse (+),0.16,China
is-2,… after firing (+),4,China
is-2,… damaged (×),2,China
is-2,Damage vs. modules,165,China
is-2,Caliber (mm),122,China
is-2,Shell velocity (m/s),800,China
is-2,Max range (m),720,China
is-2,Ammo capacity,28,China
is-2,Potential damage,"10,920",China
is-2,Shell cost,"1,025",China
is-2,Top speed (km/h),37,China
is-2,Reverse speed (km/h),14,China
is-2,Power (hp),613.22 580,China
is-2,Power/weight (hp/t),13.32,China
is-2,Tank traverse (°/sec),39.63,China
is-2,Effective top speed,,China
is-2,… hard (km/h),37,China
is-2,… medium (km/h),37,China
is-2,… soft (km/h),23.04,China
is-2,Effective traverse,,China
is-2,… hard (°/sec),43.93,China
is-2,… medium (°/sec),39.93,China
is-2,… soft (°/sec),19.97,China
is-2,Terrain resistance,,China
is-2,… hard (rad⁻¹),0.96,China
is-2,… medium (rad⁻¹),1.05,China
is-2,… soft (rad⁻¹),2.11,China
is-2,Gun elevation (°),20,China
is-2,Gun depression (°),5,China
is-2,Gun traverse (°/sec),26.25,China
is-2,Gun traverse range (°),-180 / 180,China
is-2,Turret traverse (°/sec),29.20,China
is-2,Hull armor (mm),90 / 90 / 60,China
is-2,Turret armor (mm),100 / 90 / 90,China
is-2,Track armor (mm),20,China
is-2,Health,"1,280",China
is-2,Engine health,260,China
is-2,Track health,190,China
is-2,… repaired,70,China
is-2,… repair time (sec),12.03,China
is-2,Ammo rack health,180,China
is-2,Fuel tank health,175,China
is-2,Max load (kg),"49,000",China
is-2,Total weight (kg),"46,040",China
is-2,Stationary camo (%),7.80 / 1.48,China
is-2,Moving camo (%),3.90 / 0.74,China
is-2,View range (m),350,China
is-2,Radio range (m),600,China
is-2,Fire chance,12%,China
is-2,Tank cost,"1,450,000",China
t-34-1,DPM,"1,682.26",China
t-34-1,Damage,250,China
t-34-1,Penetration (mm),175,China
t-34-1,… at 500m (mm),155,China
t-34-1,Reload time (sec),8.92,China
t-34-1,Rate of fire (rnds/min),6.73,China
t-34-1,Aim time (sec),2.40,China
t-34-1,Dispersion,0.38,China
t-34-1,… damaged,0.77,China
t-34-1,Dispersion factors,,China
t-34-1,… moving (+),0.20,China
t-34-1,… tank traverse (+),0.20,China
t-34-1,… turret traverse (+),0.14,China
t-34-1,… after firing (+),4,China
t-34-1,… damaged (×),2,China
t-34-1,Damage vs. modules,135,China
t-34-1,Caliber (mm),100,China
t-34-1,Shell velocity (m/s),895,China
t-34-1,Max range (m),720,China
t-34-1,Ammo capacity,34,China
t-34-1,Potential damage,"8,500",China
t-34-1,Shell cost,252,China
t-34-1,Top speed (km/h),50,China
t-34-1,Reverse speed (km/h),20,China
t-34-1,Power (hp),549.79 520,China
t-34-1,Power/weight (hp/t),16.91,China
t-34-1,Tank traverse (°/sec),43.81,China
t-34-1,Effective top speed,,China
t-34-1,… hard (km/h),50,China
t-34-1,… medium (km/h),50,China
t-34-1,… soft (km/h),33.88,China
t-34-1,Effective traverse,,China
t-34-1,… hard (°/sec),43.07,China
t-34-1,… medium (°/sec),39.15,China
t-34-1,… soft (°/sec),22.67,China
t-34-1,Terrain resistance,,China
t-34-1,… hard (rad⁻¹),0.96,China
t-34-1,… medium (rad⁻¹),1.05,China
t-34-1,… soft (rad⁻¹),1.82,China
t-34-1,Gun elevation (°),18,China
t-34-1,Gun depression (°),5,China
t-34-1,Gun traverse (°/sec),33.25,China
t-34-1,Gun traverse range (°),-180 / 180,China
t-34-1,Turret traverse (°/sec),45.89,China
t-34-1,Hull armor (mm),60 / 45 / 40,China
t-34-1,Turret armor (mm),170 / 120 / 60,China
t-34-1,Track armor (mm),20,China
t-34-1,Health,"1,150",China
t-34-1,Engine health,190,China
t-34-1,Track health,140,China
t-34-1,… repaired,60,China
t-34-1,… repair time (sec),10.03,China
t-34-1,Ammo rack health,160,China
t-34-1,Fuel tank health,150,China
t-34-1,Max load (kg),"35,000",China
t-34-1,Total weight (kg),"32,507",China
t-34-1,Stationary camo (%),17.95 / 3.95,China
t-34-1,Moving camo (%),13.42 / 2.95,China
t-34-1,View range (m),370,China
t-34-1,Radio range (m),782.25,China
t-34-1,Fire chance,12%,China
t-34-1,Tank cost,"1,400,000",China
wz-131,DPM,"1,668.80",China
wz-131,Damage,200,China
wz-131,Penetration (mm),159,China
wz-131,… at 500m (mm),150,China
wz-131,Reload time (sec),7.19,China
wz-131,Rate of fire (rnds/min),8.34,China
wz-131,Aim time (sec),2.40,China
wz-131,Dispersion,0.35,China
wz-131,… damaged,0.69,China
wz-131,Dispersion factors,,China
wz-131,… moving (+),0.14,China
wz-131,… tank traverse (+),0.14,China
wz-131,… turret traverse (+),0.10,China
wz-131,… after firing (+),3.50,China
wz-131,… damaged (×),2,China
wz-131,Damage vs. modules,115,China
wz-131,Caliber (mm),85,China
wz-131,Shell velocity (m/s),860,China
wz-131,Max range (m),720,China
wz-131,Ammo capacity,47,China
wz-131,Potential damage,"9,400",China
wz-131,Shell cost,240,China
wz-131,Top speed (km/h),60,China
wz-131,Reverse speed (km/h),23,China
wz-131,Power (hp),550,China
wz-131,Power/weight (hp/t),26.07,China
wz-131,Tank traverse (°/sec),56.32,China
wz-131,Effective top speed,,China
wz-131,… hard (km/h),60,China
wz-131,… medium (km/h),60,China
wz-131,… soft (km/h),60,China
wz-131,Effective traverse,,China
wz-131,… hard (°/sec),67.70,China
wz-131,… medium (°/sec),58.03,China
wz-131,… soft (°/sec),31.24,China
wz-131,Terrain resistance,,China
wz-131,… hard (rad⁻¹),0.58,China
wz-131,… medium (rad⁻¹),0.67,China
wz-131,… soft (rad⁻¹),1.25,China
wz-131,Gun elevation (°),20,China
wz-131,Gun depression (°),5,China
wz-131,Gun traverse (°/sec),39.38,China
wz-131,Gun traverse range (°),-180 / 180,China
wz-131,Turret traverse (°/sec),50.06,China
wz-131,Hull armor (mm),35 / 20 / 20,China
wz-131,Turret armor (mm),45 / 30 / 20,China
wz-131,Track armor (mm),15,China
wz-131,Health,900,China
wz-131,Engine health,190,China
wz-131,Track health,140,China
wz-131,… repaired,60,China
wz-131,… repair time (sec),10.03,China
wz-131,Ammo rack health,160,China
wz-131,Fuel tank health,150,China
wz-131,Max load (kg),"24,000",China
wz-131,Total weight (kg),"21,100",China
wz-131,Stationary camo (%),16.44 / 3.70,China
wz-131,Moving camo (%),16.44 / 3.70,China
wz-131,View range (m),370,China
wz-131,Radio range (m),782.25,China
wz-131,Fire chance,12%,China
wz-131,Tank cost,"1,350,000",China
wz-111-1-ft,DPM,"2,503.20",China
wz-111-1-ft,Damage,560,China
wz-111-1-ft,Penetration (mm),271,China
wz-111-1-ft,… at 500m (mm),253,China
wz-111-1-ft,Reload time (sec),13.42,China
wz-111-1-ft,Rate of fire (rnds/min),4.47,China
wz-111-1-ft,Aim time (sec),2.68,China
wz-111-1-ft,Dispersion,0.35,China
wz-111-1-ft,… damaged,0.69,China
wz-111-1-ft,Dispersion factors,,China
wz-111-1-ft,… moving (+),0.24,China
wz-111-1-ft,… tank traverse (+),0.24,China
wz-111-1-ft,… turret traverse (+),0.10,China
wz-111-1-ft,… after firing (+),4,China
wz-111-1-ft,… damaged (×),2,China
wz-111-1-ft,Damage vs. modules,180,China
wz-111-1-ft,Caliber (mm),130,China
wz-111-1-ft,Shell velocity (m/s),930,China
wz-111-1-ft,Max range (m),720,China
wz-111-1-ft,Ammo capacity,25,China
wz-111-1-ft,Potential damage,"14,000",China
wz-111-1-ft,Shell cost,"1,215",China
wz-111-1-ft,Top speed (km/h),35,China
wz-111-1-ft,Reverse speed (km/h),18,China
wz-111-1-ft,Power (hp),700,China
wz-111-1-ft,Power/weight (hp/t),15.56,China
wz-111-1-ft,Tank traverse (°/sec),26.07,China
wz-111-1-ft,Effective top speed,,China
wz-111-1-ft,… hard (km/h),35,China
wz-111-1-ft,… medium (km/h),35,China
wz-111-1-ft,… soft (km/h),25.74,China
wz-111-1-ft,Effective traverse,,China
wz-111-1-ft,… hard (°/sec),31.18,China
wz-111-1-ft,… medium (°/sec),24.50,China
wz-111-1-ft,… soft (°/sec),14.91,China
wz-111-1-ft,Terrain resistance,,China
wz-111-1-ft,… hard (rad⁻¹),1.05,China
wz-111-1-ft,… medium (rad⁻¹),1.34,China
wz-111-1-ft,… soft (rad⁻¹),2.21,China
wz-111-1-ft,Gun elevation (°),15,China
wz-111-1-ft,Gun depression (°),6,China
wz-111-1-ft,Gun traverse (°/sec),25,China
wz-111-1-ft,Gun traverse range (°),-12 / 12,China
wz-111-1-ft,Turret traverse (°/sec),27.12,China
wz-111-1-ft,Hull armor (mm),195 / 80 / 60,China
wz-111-1-ft,Turret armor (mm),0 / 0 / 0,China
wz-111-1-ft,Track armor (mm),20,China
wz-111-1-ft,Health,"1,250",China
wz-111-1-ft,Engine health,360,China
wz-111-1-ft,Track health,200,China
wz-111-1-ft,… repaired,80,China
wz-111-1-ft,… repair time (sec),12.03,China
wz-111-1-ft,Ammo rack health,200,China
wz-111-1-ft,Fuel tank health,200,China
wz-111-1-ft,Max load (kg),"48,000",China
wz-111-1-ft,Total weight (kg),"45,000",China
wz-111-1-ft,Stationary camo (%),16.70 / 2.56,China
wz-111-1-ft,Moving camo (%),10.03 / 1.53,China
wz-111-1-ft,View range (m),370,China
wz-111-1-ft,Radio range (m),750,China
wz-111-1-ft,Fire chance,12%,China
wz-111-1-ft,Tank cost,"2,520,000",China
bz-166,DPM,"1,695.72",China
bz-166,Damage,420,China
bz-166,Penetration (mm),221,China
bz-166,… at 500m (mm),200,China
bz-166,Reload time (sec),14.86,China
bz-166,Rate of fire (rnds/min),4.04,China
bz-166,Aim time (sec),2.88,China
bz-166,Dispersion,0.42,China
bz-166,… damaged,0.84,China
bz-166,Dispersion factors,,China
bz-166,… moving (+),0.20,China
bz-166,… tank traverse (+),0.20,China
bz-166,… turret traverse (+),0.16,China
bz-166,… after firing (+),4,China
bz-166,… damaged (×),2,China
bz-166,Damage vs. modules,165,China
bz-166,Caliber (mm),122,China
bz-166,Shell velocity (m/s),"1,000",China
bz-166,Max range (m),720,China
bz-166,Ammo capacity,45,China
bz-166,Potential damage,"18,900",China
bz-166,Shell cost,790,China
bz-166,Top speed (km/h),30,China
bz-166,Reverse speed (km/h),13,China
bz-166,Power (hp),700 770,China
bz-166,Power/weight (hp/t),13.21,China
bz-166,Tank traverse (°/sec),29.20,China
bz-166,Rocket boosters,,China
bz-166,… uses,4,China
bz-166,… duration (sec),10,China
bz-166,… cooldown (sec),4,China
bz-166,… initial cooldown (s),5,China
bz-166,Effective top speed,,China
bz-166,… hard (km/h),30,China
bz-166,… medium (km/h),30,China
bz-166,… soft (km/h),23.94,China
bz-166,Effective traverse,,China
bz-166,… hard (°/sec),36.76,China
bz-166,… medium (°/sec),26.26,China
bz-166,… soft (°/sec),17.51,China
bz-166,Terrain resistance,,China
bz-166,… hard (rad⁻¹),0.96,China
bz-166,… medium (rad⁻¹),1.34,China
bz-166,… soft (rad⁻¹),2.01,China
bz-166,Gun elevation (°),20,China
bz-166,Gun depression (°),10,China
bz-166,Gun traverse (°/sec),26.25,China
bz-166,Gun traverse range (°),-180 / 180,China
bz-166,Turret traverse (°/sec),25.03,China
bz-166,Hull armor (mm),140 / 100 / 50,China
bz-166,Turret armor (mm),300 / 110 / 70,China
bz-166,Track armor (mm),20,China
bz-166,Health,"1,500",China
bz-166,Engine health,370,China
bz-166,Track health,220,China
bz-166,… repaired,80,China
bz-166,… repair time (sec),12.03,China
bz-166,Ammo rack health,200,China
bz-166,Fuel tank health,200,China
bz-166,Max load (kg),"58,000",China
bz-166,Total weight (kg),"52,990",China
bz-166,Stationary camo (%),6.08 / 1.09,China
bz-166,Moving camo (%),3.04 / 0.55,China
bz-166,View range (m),350,China
bz-166,Radio range (m),750,China
bz-166,Fire chance,15%,China
bz-166,Tank cost,"2,650,000",China
110,DPM,"2,355.95",China
110,Damage,320,China
110,Penetration (mm),215,China
110,… at 500m (mm),185,China
110,Reload time (sec),8.15,China
110,Rate of fire (rnds/min),7.36,China
110,Aim time (sec),2.21,China
110,Dispersion,0.34,China
110,… damaged,0.67,China
110,Dispersion factors,,China
110,… moving (+),0.18,China
110,… tank traverse (+),0.18,China
110,… turret traverse (+),0.10,China
110,… after firing (+),4,China
110,… damaged (×),2,China
110,Damage vs. modules,135,China
110,Caliber (mm),100,China
110,Shell velocity (m/s),950,China
110,Max range (m),720,China
110,Ammo capacity,40,China
110,Potential damage,"12,800",China
110,Shell cost,"1,050",China
110,Top speed (km/h),40,China
110,Reverse speed (km/h),15,China
110,Power (hp),613.22 580,China
110,Power/weight (hp/t),12.15,China
110,Tank traverse (°/sec),31.29,China
110,Effective top speed,,China
110,… hard (km/h),40,China
110,… medium (km/h),40,China
110,… soft (km/h),21.02,China
110,Effective traverse,,China
110,… hard (°/sec),32.05,China
110,… medium (°/sec),29.14,China
110,… soft (°/sec),14.57,China
110,Terrain resistance,,China
110,… hard (rad⁻¹),0.96,China
110,… medium (rad⁻¹),1.05,China
110,… soft (rad⁻¹),2.11,China
110,Gun elevation (°),15,China
110,Gun depression (°),6,China
110,Gun traverse (°/sec),33.25,China
110,Gun traverse range (°),-180 / 180,China
110,Turret traverse (°/sec),27.12,China
110,Hull armor (mm),120 / 90 / 60,China
110,Turret armor (mm),201 / 148 / 50,China
110,Track armor (mm),20,China
110,Health,"1,550",China
110,Engine health,260,China
110,Track health,220,China
110,… repaired,70,China
110,… repair time (sec),12.03,China
110,Ammo rack health,200,China
110,Fuel tank health,175,China
110,Max load (kg),"54,000",China
110,Total weight (kg),"50,467",China
110,Stationary camo (%),6.27 / 1.24,China
110,Moving camo (%),3.13 / 0.62,China
110,View range (m),380,China
110,Radio range (m),750,China
110,Fire chance,12%,China
110,Tank cost,"2,600,000",China
t-34-2,DPM,"1,840.59",China
t-34-2,Damage,250,China
t-34-2,Penetration (mm),181,China
t-34-2,… at 500m (mm),160,China
t-34-2,Reload time (sec),8.15,China
t-34-2,Rate of fire (rnds/min),7.36,China
t-34-2,Aim time (sec),2.68,China
t-34-2,Dispersion,0.37,China
t-34-2,… damaged,0.75,China
t-34-2,Dispersion factors,,China
t-34-2,… moving (+),0.18,China
t-34-2,… tank traverse (+),0.18,China
t-34-2,… turret traverse (+),0.12,China
t-34-2,… after firing (+),4,China
t-34-2,… damaged (×),2,China
t-34-2,Damage vs. modules,135,China
t-34-2,Caliber (mm),100,China
t-34-2,Shell velocity (m/s),900,China
t-34-2,Max range (m),720,China
t-34-2,Ammo capacity,45,China
t-34-2,Potential damage,"11,250",China
t-34-2,Shell cost,252,China
t-34-2,Top speed (km/h),56,China
t-34-2,Reverse speed (km/h),20,China
t-34-2,Power (hp),613.22 580,China
t-34-2,Power/weight (hp/t),18.04,China
t-34-2,Tank traverse (°/sec),47.98,China
t-34-2,Effective top speed,,China
t-34-2,… hard (km/h),56,China
t-34-2,… medium (km/h),56,China
t-34-2,… soft (km/h),38.14,China
t-34-2,Effective traverse,,China
t-34-2,… hard (°/sec),52.05,China
t-34-2,… medium (°/sec),46.27,China
t-34-2,… soft (°/sec),23.13,China
t-34-2,Terrain resistance,,China
t-34-2,… hard (rad⁻¹),0.77,China
t-34-2,… medium (rad⁻¹),0.86,China
t-34-2,… soft (rad⁻¹),1.73,China
t-34-2,Gun elevation (°),18,China
t-34-2,Gun depression (°),5,China
t-34-2,Gun traverse (°/sec),33.25,China
t-34-2,Gun traverse range (°),-180 / 180,China
t-34-2,Turret traverse (°/sec),47.98,China
t-34-2,Hull armor (mm),100 / 45 / 45,China
t-34-2,Turret armor (mm),180 / 120 / 60,China
t-34-2,Track armor (mm),20,China
t-34-2,Health,"1,400",China
t-34-2,Engine health,260,China
t-34-2,Track health,200,China
t-34-2,… repaired,70,China
t-34-2,… repair time (sec),10.03,China
t-34-2,Ammo rack health,180,China
t-34-2,Fuel tank health,175,China
t-34-2,Max load (kg),"36,500",China
t-34-2,Total weight (kg),"34,000",China
t-34-2,Stationary camo (%),17.04 / 3.75,China
t-34-2,Moving camo (%),12.77 / 2.81,China
t-34-2,View range (m),380,China
t-34-2,Radio range (m),782.25,China
t-34-2,Fire chance,12%,China
t-34-2,Tank cost,"2,480,000",China
wz-132,DPM,"2,005.77",China
wz-132,Damage,250,China
wz-132,Penetration (mm),189,China
wz-132,… at 500m (mm),167,China
wz-132,Reload time (sec),7.48,China
wz-132,Rate of fire (rnds/min),8.02,China
wz-132,Aim time (sec),2.21,China
wz-132,Dispersion,0.38,China
wz-132,… damaged,0.77,China
wz-132,Dispersion factors,,China
wz-132,… moving (+),0.12,China
wz-132,… tank traverse (+),0.12,China
wz-132,… turret traverse (+),0.08,China
wz-132,… after firing (+),4,China
wz-132,… damaged (×),2,China
wz-132,Damage vs. modules,135,China
wz-132,Caliber (mm),100,China
wz-132,Shell velocity (m/s),920,China
wz-132,Max range (m),720,China
wz-132,Ammo capacity,43,China
wz-132,Potential damage,"10,750",China
wz-132,Shell cost,252,China
wz-132,Top speed (km/h),64,China
wz-132,Reverse speed (km/h),23,China
wz-132,Power (hp),700,China
wz-132,Power/weight (hp/t),28.79,China
wz-132,Tank traverse (°/sec),58.41,China
wz-132,Effective top speed,,China
wz-132,… hard (km/h),64,China
wz-132,… medium (km/h),64,China
wz-132,… soft (km/h),64,China
